year,verslagnaam,voornaam,match_achternaam,fractie,functie,words,turns,days
2021,Van Houwelingen,Pepijn,Houwelingen,FVD,lid Tweede Kamer,30114,277,24
2021,Sjoerdsma,Sjoerd,Sjoerdsma,D66,lid Tweede Kamer,29354,208,21
2021,Bijleveld-Schouten,Ank,Bijleveld-Schouten,,minister van Defensie,29122,206,10
2021,Van Engelshoven,Ingrid,Engelshoven,D66,"minister van Onderwijs, Cultuur en Wetenschap",29122,96,9
2021,Mulder,Agnes,Mulder,CDA,lid Tweede Kamer,28631,544,35
2021,Beckerman,Sandra,Beckerman,SP,lid Tweede Kamer,28258,324,38
2021,Thijssen,Joris,Thijssen,GroenLinks-PvdA,lid Tweede Kamer,27926,231,25
2021,Boswijk,Derk,Boswijk,CDA,lid Tweede Kamer,27819,223,25
2021,Baudet,Thierry,Baudet,FvD,lid Tweede Kamer,27568,242,24
2021,Kamp,Henk,Kamp,,minister van Economische Zaken,27538,91,3
2021,Kuik,Anne,Kuik,CDA,lid Tweede Kamer,27470,495,41
2021,van Dijk,Inge,Dijk,CDA,lid Tweede Kamer,27069,162,32
2021,Aartsen,Thierry,Aartsen,VVD,lid Tweede Kamer,26769,211,10
2021,Pouw-Verweij,Nicki,Pouw-Verweij,JA21,lid Tweede Kamer,26703,187,35
2021,Peters,René,Peters,CDA,lid Tweede Kamer,26451,222,31
2021,Snels,Bart,Snels,GroenLinks,Lid Tweede Kamer,25296,123,12
2021,Van Wijngaarden,Jeroen,Wijngaarden,VVD,lid Tweede Kamer,25240,192,17
2021,Alkaya,Mahir,Alkaya,SP,lid Tweede Kamer,25190,186,25
2021,Bromet,Laura,Bromet,GroenLinks-PvdA,lid Tweede Kamer,25188,265,34
